ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default.payment.next.month
3960.0,80000.0,2,2,2,31,1,2,2,-1,0,0,1256.0,0.0,4116.0,1416.0,1307.0,488.0,1663.0,1719.0,1276.0,407.0,0.0,5.0,1
29741.0,160000.0,1,1,2,34,2,2,2,2,3,2,1672.0,0.0,0.0,0.0,0.0,0.0,1500.0,2100.0,1500.0,0.0,0.0,2000.0,1
17384.0,30000.0,2,3,1,26,1,2,2,0,0,0,2227.0,1999.0,1958.0,1876.0,1876.0,1989.0,285.0,0.0,1261.0,1700.0,805.0,0.0,0
1654.0,20000.0,2,2,2,24,0,0,0,0,0,0,67133.0,61738.0,62122.0,58443.0,50688.0,53558.0,1500.0,1200.0,1300.0,613.0,574.0,2000.0,0
5437.0,100000.0,1,3,1,43,0,0,0,0,0,0,66179.0,67227.0,62269.0,60909.0,516394.0,55412.0,2197.0,1397.0,1818.0,2552.0,1620.0,1800.0,0
13630.0,50000.0,2,2,1,25,0,0,0,0,0,0,32730.0,36820.0,34400.0,32631.0,32286.0,43919.0,1257.0,4111.0,184.0,300.0,339.0,1470.0,0
20218.0,50000.0,2,3,1,55,0,0,0,0,0,0,947248.0,79952.0,67334.0,65294.0,73448.0,79080.0,2094.0,1519.0,1630.0,1513.0,688.0,2730.0,0
11392.0,50000.0,2,3,1,45,0,0,0,0,0,0,135946.0,118822.0,136023.0,167490.0,140105.0,139108.0,1951.0,404.0,624.0,990.0,257.0,1901.0,0
38.0,180000.0,1,1,2,32,0,0,0,0,0,0,4623.0,6459.0,6807.0,2582.0,5068.0,12192.0,6000.0,8000.0,6500.0,1400.0,1000.0,5500.0,0
741.0,60000.0,1,3,2,37,0,0,2,0,0,0,19149.0,31658.0,26806.0,26199.0,26337.0,26484.0,5000.0,0.0,1800.0,2000.0,2000.0,2000.0,0
20181.0,10000.0,2,3,1,47,2,2,2,2,0,0,84883.0,88353.0,176657.0,161085.0,134049.0,132728.0,0.0,1672.0,0.0,415.0,386.0,350.0,1
24206.0,60000.0,2,3,1,24,0,0,0,0,0,0,51042.0,32640.0,22248.0,23113.0,26593.0,16771.0,4902.0,1400.0,3300.0,1100.0,1500.0,1000.0,0
11962.0,130000.0,2,1,2,24,-1,-1,-1,-1,-1,-1,36307.0,36796.0,37569.0,38497.0,39088.0,8323.0,396.0,396.0,396.0,396.0,396.0,396.0,0
11878.0,10000.0,1,2,2,39,1,4,3,2,0,0,2828.0,0.0,0.0,0.0,0.0,177.0,1253.0,0.0,0.0,505.0,2000.0,1210.0,1
22691.0,20000.0,2,2,2,21,0,0,2,2,2,2,1131.0,332.0,291.0,291.0,291.0,291.0,4600.0,0.0,1800.0,1500.0,0.0,1500.0,0
16590.0,240000.0,1,3,2,35,2,2,2,0,0,0,396.0,396.0,396.0,396.0,396.0,396.0,6000.0,5.0,5000.0,4014.0,3301.0,1913.0,0
4936.0,20000.0,1,2,2,33,0,0,0,-2,-2,-2,9164.0,2549.0,3532.0,3157.0,2561.0,2178.0,5023.0,0.0,0.0,0.0,0.0,0.0,1
4448.0,50000.0,1,2,2,31,0,0,0,0,3,2,479487.0,401833.0,296717.0,275739.0,288301.0,303451.0,1704.0,1606.0,1496.0,0.0,0.0,0.0,0
15631.0,500000.0,2,1,1,43,0,0,0,0,0,0,600.0,600.0,600.0,600.0,300.0,1050.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,0
